Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
야기카레,카레,272,56,서울 강남구 테헤란로4길 6 지하2층 b207호,4.42,"""음식이 맛있어요""; ""양이 많아요""; ""혼밥하기 좋아요""; ""친절해요""; ""가성비가 좋아요"""
훈감상회 강남점,일식당,N/A,2,서울 서초구 서운로 138 지하1층 주방 14호,N/A,
소노야 강남솔라티움시티점,"우동,소바",35,2,서울 서초구 강남대로53길 12 1층 109호,N/A,"""음식이 맛있어요""; ""가성비가 좋아요""; ""혼밥하기 좋아요""; ""양이 많아요""; ""재료가 신선해요"""
마코토카츠,돈가스,3,53,서울 강남구 테헤란로1길 28-5 지하 2층 마코토카츠,N/A,
코코이찌방야 강남점,카레,217,300,서울 강남구 강남대로 456 로비층,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""친절해요""; ""양이 많아요""; ""재료가 신선해요"""
채선당 샤브보트 강남역점,샤브샤브,275,279,서울 강남구 강남대로 378 . 지상1층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""양이 많아요"""
청도미나리식당 신논현점,샤브샤브,654,828,서울 서초구 사평대로 362 지층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""매장이 넓어요""; ""양이 많아요""; ""친절해요"""
정원초밥,"초밥,롤",5,1,"서울 서초구 서운로 138 지하1층, 주방7호 정원초밥",N/A,
기쁨면가,"우동,소바",298,49,서울 강남구 테헤란로4길 13 예성라이프 1층,N/A,"""음식이 맛있어요""; ""친절해요""; ""가성비가 좋아요""; ""혼밥하기 좋아요""; ""재료가 신선해요"""
5분덮밥,덮밥,5,1,서울 서초구 서운로 138 서초동아타워 지하1층 주방9호,N/A,
요기야,일식당,500,61,서울 서초구 서초대로78길 30,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""양이 많아요""; ""친절해요""; ""가성비가 좋아요"""
훈스돈까스 강남직영점,돈가스,3,6,서울 서초구 서운로 138 서초동아타워 지하1층 16호,N/A,
인생카츠 강남점,돈가스,N/A,N/A,서울 서초구 서운로 138 지하1층 주방24호,N/A,
하루스시,일식당,408,366,서울 서초구 강남대로 455 강남태영데시앙루브,4.6,"""음식이 맛있어요""; ""재료가 신선해요""; ""가성비가 좋아요""; ""친절해요""; ""양이 많아요"""
